210 0.890
212 0.930
214 0.870
216 0.860
218 0.880
220 0.840
222 0.820
224 0.850
226 0.790
228 0.790
230 0.820
232 0.740
234 0.730
236 0.740
238 0.740
240 0.660
242 0.710
244 0.690
246 0.630
248 0.590
250 0.530
252 0.500
254 0.470
256 0.510
258 0.600
260 0.440
262 0.420
264 0.450
266 0.380
268 0.330
270 0.360
272 0.210
274 0.230
276 0.300
278 0.240
280 0.180
282 0.140
284 0.160
286 0.170
288 0.130
290 0.090
292 0.090
294 0.100
296 0.070
298 0.040
300 0.060
302 0.060
304 0.060
306 0.030
308 0.020
310 0.020
312 0.060
314 0.010
316 0.000
318 0.000
320 0.010
