426 0.970
428 0.940
430 0.910
432 0.940
434 0.950
436 0.930
438 0.910
440 0.940
442 0.980
444 0.970
446 0.960
448 0.960
450 0.930
452 0.920
454 0.940
456 0.920
458 0.930
460 0.940
462 0.890
464 0.930
466 0.890
468 0.920
470 0.920
472 0.940
474 0.930
476 0.940
478 0.910
480 0.940
482 0.910
484 0.920
486 0.920
488 0.880
490 0.860
492 0.890
494 0.910
496 0.960
498 0.860
500 0.880
502 0.860
504 0.850
506 0.820
508 0.880
510 0.890
512 0.910
514 0.860
516 0.860
518 0.870
520 0.860
522 0.840
524 0.870
526 0.850
528 0.860
530 0.870
532 0.790
534 0.800
536 0.850
538 0.880
540 0.820
542 0.810
544 0.770
546 0.740
548 0.800
550 0.750
552 0.740
554 0.730
556 0.710
558 0.710
560 0.750
562 0.690
564 0.680
566 0.760
568 0.740
570 0.670
572 0.710
574 0.750
576 0.710
578 0.640
580 0.630
582 0.570
584 0.570
586 0.570
588 0.600
590 0.580
592 0.560
594 0.590
596 0.650
598 0.600
600 0.570
602 0.540
604 0.530
606 0.440
608 0.450
610 0.540
612 0.490
614 0.480
616 0.430
618 0.430
620 0.390
622 0.400
624 0.410
626 0.380
628 0.470
630 0.410
632 0.310
634 0.430
636 0.380
638 0.370
640 0.480
642 0.420
644 0.380
646 0.330
648 0.400
650 0.340
652 0.280
654 0.330
656 0.290
658 0.340
660 0.320
662 0.280
664 0.250
666 0.170
668 0.290
670 0.260
672 0.270
674 0.260
676 0.210
678 0.230
680 0.200
682 0.180
684 0.180
686 0.240
688 0.200
690 0.130
692 0.140
694 0.130
696 0.180
698 0.150
700 0.180
702 0.140
704 0.090
706 0.170
708 0.160
710 0.100
712 0.140
714 0.120
716 0.150
718 0.150
720 0.080
722 0.090
724 0.130
726 0.070
728 0.100
730 0.040
732 0.150
734 0.050
736 0.060
738 0.060
740 0.080
742 0.070
744 0.080
746 0.110
748 0.050
750 0.040
