290 0.850
292 0.870
294 0.920
296 0.890
298 0.860
300 0.900
302 0.870
304 0.810
306 0.760
308 0.750
310 0.830
312 0.700
314 0.700
316 0.760
318 0.810
320 0.730
322 0.630
324 0.700
326 0.700
328 0.660
330 0.720
332 0.770
334 0.620
336 0.570
338 0.630
340 0.510
342 0.550
344 0.490
346 0.590
348 0.540
350 0.500
352 0.400
354 0.420
356 0.460
358 0.470
360 0.390
362 0.370
364 0.340
366 0.350
368 0.340
370 0.290
372 0.280
374 0.270
376 0.260
378 0.270
380 0.230
382 0.230
384 0.170
386 0.260
388 0.170
390 0.220
392 0.210
394 0.140
396 0.180
398 0.110
400 0.140
402 0.110
404 0.060
406 0.110
408 0.110
410 0.090
412 0.060
414 0.020
416 0.100
418 0.050
420 0.050
422 0.020
424 0.030
426 0.030
428 0.050
430 0.030
432 0.010
434 0.020
436 0.020
438 0.020
440 0.000
442 0.000
444 0.010
446 0.020
448 0.000
450 0.000

