47 0.990
48 0.980
49 1.000
50 0.990
51 0.990
52 1.000
53 0.990
54 0.980
55 0.970
56 0.990
57 0.970
58 0.990
59 0.980
60 0.990
61 0.970
62 0.970
63 0.980
64 0.980
65 0.980
66 0.970
67 0.970
68 0.960
69 0.970
70 0.970
71 0.970
72 0.960
73 0.970
74 0.960
75 0.940
76 0.950
77 0.940
78 0.950
79 0.910
80 0.910
81 0.810
82 0.900
83 0.850
84 0.880
85 0.820
86 0.790
87 0.740
88 0.630
89 0.640
90 0.590
91 0.560
92 0.540
93 0.500
94 0.340
95 0.310
96 0.340
97 0.160
98 0.190
99 0.160
100 0.200
101 0.110
102 0.100
103 0.080
104 0.050
105 0.050
106 0.030
107 0.030
108 0.020
109 0.040
110 0.030
111 0.020
112 0.000
113 0.010
114 0.000
115 0.000
116 0.000
117 0.000
118 0.000
119 0.000
